180,18,05/23/2015,12/30/2018
188,5,11/14/2014,07/07/2019
181,5,03/30/2012,12/28/2017
174,12,04/10/2013,12/05/2017
195,15,11/20/2014,06/27/2021
200,22,11/20/2016,05/11/2017
135,14,04/20/2011,08/27/2020
195,10,05/05/2016,08/25/2022
121,6,01/09/2010,02/24/2016
119,23,03/16/2010,09/09/2018
134,18,02/07/2017,09/03/2017
165,21,03/24/2017,06/25/2021
175,8,09/25/2014,07/17/2020
196,22,04/19/2018,09/02/2020
166,8,04/22/2016,05/18/2021
134,9,01/13/2010,04/27/2014
192,6,09/16/2010,12/27/2021
106,19,02/02/2011,09/19/2012
100,17,02/05/2019,06/07/2022
199,21,02/12/2013,03/10/2015
141,10,12/08/2015,04/16/2022
109,23,11/22/2018,12/18/2020
166,25,06/30/2012,05/06/2014
112,10,06/12/2015,08/17/2015
150,9,09/07/2020,10/29/2023
174,15,07/06/2017,02/02/2020
118,6,03/16/2017,12/01/2019
167,11,10/02/2020,03/10/2021
180,24,01/27/2016,09/07/2019
137,18,02/24/2011,11/21/2015
170,7,08/13/2010,03/06/2016
194,20,11/17/2012,07/27/2020
168,17,04/23/2010,12/29/2014
167,3,08/01/2012,07/02/2022
182,20,03/02/2012,03/15/2022
108,5,02/11/2012,04/13/2018
141,24,06/07/2011,03/06/2015
119,7,04/03/2020,08/29/2021
145,16,05/01/2012,09/05/2016
166,13,11/29/2010,11/10/2016
198,25,07/11/2011,07/16/2012
185,5,12/25/2013,08/20/2023
170,12,11/21/2011,07/24/2022
146,15,03/06/2013,10/19/2023
199,3,07/28/2011,12/25/2018
130,7,06/23/2012,11/10/2017
178,17,12/10/2021,04/18/2023
115,23,12/02/2010,08/06/2014
103,11,08/09/2016,08/03/2021
121,21,12/25/2014,11/20/2016
114,11,06/28/2014,12/02/2021
144,11,01/11/2017,05/01/2022
192,7,04/12/2017,07/06/2020
172,15,04/09/2013,02/21/2020
158,23,08/03/2015,10/26/2016
192,21,12/13/2018,09/28/2022
173,9,02/09/2018,06/04/2019
108,20,01/14/2013,01/09/2019
107,24,10/05/2017,01/10/2021
104,20,08/14/2021,08/23/2021
122,3,02/16/2015,06/15/2023
187,3,09/18/2010,05/10/2018
143,3,06/09/2011,04/09/2014
143,5,11/06/2015,12/20/2015
106,11,11/08/2018,10/02/2022
200,9,05/28/2011,09/06/2017
139,7,11/12/2012,06/18/2017
153,19,10/05/2019,08/16/2022
195,22,08/01/2019,08/08/2021
135,14,05/17/2013,02/11/2020
138,25,06/01/2010,07/12/2023
154,7,07/04/2018,11/30/2020
190,19,12/23/2018,03/01/2022
112,21,11/07/2010,02/26/2017
109,12,09/01/2015,01/21/2017
150,12,10/20/2010,11/26/2018
186,21,09/25/2012,05/11/2016
149,11,09/21/2014,11/09/2023
105,10,06/30/2017,11/07/2022
125,14,06/01/2020,03/21/2023
183,11,03/04/2011,06/22/2020
116,13,09/28/2013,02/08/2014
119,10,01/26/2016,02/11/2019
122,23,07/12/2015,04/01/2021
111,17,02/28/2017,08/09/2019
148,18,09/22/2022,05/04/2023
135,16,04/09/2011,03/26/2022
173,11,09/15/2019,11/03/2022
101,23,08/31/2012,08/02/2014
104,11,04/08/2013,01/28/2019
144,14,05/18/2011,03/22/2020
103,18,02/28/2014,09/21/2021
157,3,08/29/2015,11/27/2023
129,18,06/29/2012,05/11/2022
170,9,01/23/2010,05/04/2023
166,21,02/27/2014,06/28/2021
193,4,06/21/2017,03/19/2023
119,18,12/28/2009,03/03/2015
191,21,08/12/2017,03/30/2019
161,15,05/05/2014,02/01/2015
160,5,05/06/2011,12/04/2022
118,9,09/27/2019,09/22/2021
192,7,01/18/2010,06/09/2011
109,23,07/12/2020,11/11/2020
108,13,01/28/2010,05/30/2014
193,18,02/11/2013,07/17/2014
133,9,09/27/2016,02/05/2023
169,19,06/28/2022,03/23/2023
108,6,09/08/2012,01/08/2015
127,12,04/22/2010,10/29/2015
137,10,03/20/2017,06/10/2020
183,15,06/26/2010,01/03/2016
150,24,05/29/2012,02/05/2020
189,24,12/16/2012,09/13/2017
131,21,12/23/2016,09/10/2018
131,17,11/24/2014,08/05/2022
183,2,08/25/2013,12/17/2021
174,18,03/31/2018,07/16/2020
107,11,05/24/2013,06/12/2019
126,10,11/18/2011,07/05/2015
105,10,03/23/2018,12/28/2019
172,15,04/22/2015,04/06/2020
138,5,06/18/2017,09/23/2022
164,20,08/05/2011,10/07/2021
155,10,10/06/2013,08/14/2017
121,23,12/12/2019,08/19/2020
118,17,05/17/2016,08/04/2021
123,23,07/11/2011,05/26/2018
196,5,07/18/2020,11/25/2021
147,3,11/21/2013,03/07/2023
196,23,01/27/2014,10/16/2014
189,6,08/28/2017,08/27/2023
153,11,02/19/2019,06/20/2022
130,15,10/16/2019,04/09/2021
141,13,10/04/2019,07/24/2021
129,17,08/29/2018,10/05/2021
159,22,12/09/2016,04/29/2019
139,7,08/31/2014,04/20/2018
197,24,01/01/2010,10/04/2022
108,9,12/15/2011,04/12/2020
117,24,02/01/2013,05/06/2021
106,4,09/15/2014,07/22/2017
175,6,01/19/2020,02/24/2020
123,20,06/23/2012,08/31/2013
185,20,06/02/2021,09/19/2021
147,14,07/06/2020,11/24/2021
110,5,06/03/2015,03/07/2017
195,7,02/23/2014,09/25/2014
187,6,01/03/2012,03/26/2015
185,4,07/29/2012,05/28/2022
105,2,04/18/2012,05/07/2019
121,13,01/26/2015,04/23/2022
164,19,03/02/2010,06/11/2013
122,14,06/23/2014,05/07/2022
192,18,07/12/2016,09/08/2018
159,13,05/05/2017,09/08/2020
173,7,09/17/2013,03/02/2015
148,3,02/03/2015,01/27/2016
110,7,03/29/2013,12/27/2018
168,19,04/17/2010,09/14/2015
196,12,05/10/2019,10/10/2019
122,5,01/24/2016,07/23/2022
131,4,05/04/2019,09/24/2020
150,15,03/11/2016,06/30/2016
197,12,11/03/2023,11/20/2023
178,14,01/24/2016,06/16/2021
157,22,09/24/2016,03/01/2020
130,15,05/04/2010,07/21/2020
132,16,06/09/2018,12/18/2023
186,24,04/06/2012,09/05/2015
124,21,12/24/2014,12/28/2021
100,21,07/07/2014,12/14/2016
141,24,03/11/2011,09/04/2020
199,25,05/19/2010,04/14/2014
165,10,03/05/2010,03/20/2021
127,4,02/14/2018,06/17/2018
195,14,06/13/2018,07/09/2018
195,23,09/16/2019,09/14/2021
135,13,07/20/2012,08/16/2013
102,23,12/25/2013,08/16/2019
198,7,12/07/2011,11/19/2015
133,2,10/01/2011,07/24/2012
190,14,08/22/2018,10/14/2020
101,11,06/07/2014,11/18/2021
104,7,07/13/2013,04/09/2022
195,12,01/28/2010,04/14/2013
116,21,03/11/2015,11/21/2016
181,5,03/28/2010,01/11/2014
108,10,03/13/2021,04/10/2022
141,10,05/27/2012,10/09/2020
156,13,08/29/2012,06/07/2017
109,10,05/20/2016,07/02/2016
199,11,01/13/2011,02/20/2015
187,10,01/19/2012,05/02/2013
125,16,05/20/2010,09/10/2010
108,13,07/12/2016,06/15/2023
195,17,02/07/2017,12/21/2017
133,12,02/27/2014,06/29/2020
103,13,05/10/2018,06/30/2022
126,20,09/19/2014,06/16/2022
177,25,02/16/2018,03/23/2019
174,8,05/02/2014,09/12/2023
138,21,03/31/2016,09/08/2022
132,22,10/20/2015,10/12/2021
148,12,06/11/2015,08/10/2017
126,11,09/03/2018,12/03/2021
161,12,08/30/2011,03/26/2022
161,16,05/16/2013,06/08/2022
165,12,03/13/2013,02/24/2016
147,8,02/24/2015,12/08/2015
117,19,08/30/2010,05/16/2018
128,9,05/07/2018,06/28/2019
163,15,11/15/2011,05/12/2015
180,16,08/07/2016,07/11/2019
119,8,06/23/2012,10/30/2016
168,13,04/12/2013,10/13/2016
164,4,02/16/2013,01/14/2023
153,17,06/27/2015,10/03/2017
178,15,08/01/2010,01/03/2022
130,20,05/21/2012,03/26/2019
170,13,01/23/2019,11/21/2021
148,24,07/06/2019,11/21/2020
175,22,03/22/2013,04/12/2019
185,21,04/04/2010,12/31/2012
180,9,04/07/2017,09/10/2019
103,12,12/29/2014,01/10/2016
112,12,04/22/2011,01/22/2018
111,17,02/03/2022,08/25/2023
166,19,01/08/2016,02/23/2018
189,19,06/30/2013,09/09/2023
142,18,07/18/2017,07/21/2022
122,7,08/25/2013,03/16/2018
167,21,08/04/2014,09/01/2023
199,13,01/22/2013,12/20/2019
187,13,06/11/2014,07/16/2016
100,22,10/18/2022,11/30/2023
193,11,09/07/2014,06/03/2018
122,8,03/07/2013,12/28/2019
155,11,02/23/2015,03/01/2018
133,24,12/19/2012,08/09/2021
189,20,07/25/2021,08/23/2021
103,19,12/07/2015,03/26/2019
101,18,04/17/2016,10/26/2023
153,19,08/17/2017,06/24/2019
187,7,01/03/2013,10/03/2013
189,13,05/01/2012,08/06/2020
101,12,12/14/2016,12/26/2017
129,17,06/03/2013,05/08/2017
167,14,01/14/2013,01/05/2019
192,15,09/19/2011,09/27/2014
158,14,08/19/2016,01/19/2019
199,10,05/23/2017,09/21/2017
150,3,10/14/2012,11/13/2020
152,20,09/06/2016,08/24/2023
156,19,02/01/2021,08/16/2022
166,16,05/25/2012,06/13/2021
112,10,03/03/2017,05/07/2020
184,17,06/08/2012,07/25/2018
173,12,03/30/2011,05/14/2017
136,2,01/16/2018,01/13/2022
178,15,09/22/2011,01/28/2016
197,14,08/16/2012,05/01/2014
174,10,12/28/2010,10/21/2020
183,16,11/30/2014,06/29/2022
189,15,02/07/2013,09/20/2023
119,15,03/02/2011,04/20/2017
150,8,07/12/2012,09/30/2012
133,24,05/29/2010,03/27/2013
179,15,01/20/2015,09/01/2018
132,4,06/24/2010,11/26/2018
198,20,04/23/2012,10/15/2014
170,19,05/03/2020,07/16/2020
173,21,03/28/2016,03/06/2021
122,9,10/27/2010,07/11/2020
147,15,02/04/2021,04/14/2022
130,20,06/16/2020,11/24/2023
130,20,02/03/2017,04/21/2022
142,17,03/20/2019,05/14/2019
134,15,11/15/2017,07/12/2021
143,20,12/25/2021,05/04/2022
183,4,03/30/2010,09/19/2020
126,14,06/23/2014,03/02/2016
184,11,05/19/2011,02/17/2013
130,13,03/20/2015,03/01/2016
105,22,01/15/2014,09/25/2018
114,20,12/06/2011,11/24/2020
142,14,09/04/2012,06/29/2018
133,20,12/25/2012,04/25/2016
115,19,02/15/2011,05/12/2012
166,23,06/08/2012,05/09/2018
100,8,03/25/2015,05/29/2016
152,10,10/14/2012,11/16/2017
114,24,05/12/2010,09/23/2014
190,8,02/14/2016,11/29/2016
179,22,01/02/2015,01/15/2019
173,6,07/31/2019,01/07/2023
140,12,04/07/2017,11/16/2019
112,15,04/02/2016,04/19/2020
198,12,06/12/2012,01/02/2018
119,18,06/16/2016,06/08/2019
178,20,10/03/2010,08/25/2019
157,6,12/20/2011,04/14/2022
139,7,01/04/2015,01/17/2015
139,5,05/26/2020,01/03/2023
135,10,04/17/2021,05/03/2023
144,5,08/21/2018,05/16/2020
135,6,09/24/2017,09/09/2020
112,19,02/25/2014,08/05/2019
158,9,04/30/2011,04/08/2019
127,8,11/12/2014,03/07/2020
195,20,03/23/2010,05/13/2013
101,15,12/11/2011,02/07/2012
165,8,03/17/2012,06/02/2012
134,21,09/10/2016,10/19/2023
110,18,06/26/2014,06/10/2019
135,19,07/13/2016,05/18/2021
112,9,07/21/2016,03/01/2021
172,23,09/28/2020,03/15/2021
164,6,02/14/2023,06/29/2023
124,13,07/30/2021,04/18/2022
180,7,06/04/2010,03/27/2023
173,15,02/21/2013,08/06/2022
104,9,11/04/2014,02/01/2015
199,7,06/06/2015,01/04/2023
105,5,08/21/2015,09/26/2023
146,18,11/26/2013,06/23/2021
171,25,07/12/2012,11/04/2013
168,12,05/01/2013,12/19/2020
140,3,09/06/2010,09/03/2016
154,22,02/26/2010,07/14/2023
151,23,05/27/2010,06/17/2013
103,17,03/01/2014,09/24/2022
196,22,11/13/2017,09/09/2022
174,5,05/18/2010,11/16/2013
139,15,11/07/2018,01/14/2020
165,14,11/16/2016,12/14/2021
177,3,09/07/2017,08/16/2020
113,16,02/01/2015,06/20/2016
137,16,03/13/2015,04/24/2015
131,5,02/15/2016,08/10/2023
187,21,03/28/2016,03/06/2019
121,5,08/17/2015,09/11/2015
152,24,05/06/2012,03/30/2013
139,10,02/11/2011,10/26/2022
144,24,11/10/2011,06/14/2012
171,17,07/16/2011,04/24/2019
185,15,02/24/2016,09/10/2017
110,14,06/02/2010,10/07/2010
157,3,01/08/2011,12/09/2017
156,24,03/13/2015,05/28/2023
153,23,08/18/2010,12/11/2016
162,5,11/18/2013,12/08/2019
162,12,07/09/2014,06/17/2019
103,9,01/17/2011,10/02/2016
117,5,06/14/2014,05/09/2023
151,7,02/04/2020,02/18/2023
176,2,04/10/2018,03/11/2022
150,23,07/12/2018,03/08/2022
154,11,03/18/2018,11/24/2018
162,15,08/26/2015,07/04/2022
101,14,08/19/2012,06/14/2013
112,18,02/08/2014,09/17/2023
149,12,02/12/2017,04/01/2018
161,14,01/23/2019,10/09/2019
199,19,02/15/2012,05/20/2022
110,17,07/29/2014,09/24/2023
110,7,06/28/2010,03/04/2022
143,24,01/26/2017,09/25/2020
117,23,07/06/2020,06/23/2021
195,2,07/18/2015,07/06/2019
198,21,05/21/2020,08/16/2022
174,7,10/18/2015,05/20/2016
189,19,01/16/2016,06/06/2022
159,11,05/24/2018,11/14/2019
108,15,06/29/2020,12/03/2021
191,8,05/06/2010,05/23/2022
147,10,05/29/2013,11/17/2023
106,9,11/22/2012,11/25/2020
194,24,01/05/2012,06/06/2015
172,11,01/10/2011,01/30/2018
112,14,05/20/2017,04/18/2019
127,23,09/24/2013,01/26/2019
113,18,07/27/2015,02/22/2018
140,15,03/23/2010,05/22/2017
143,6,07/12/2020,07/12/2021
133,14,02/21/2011,09/27/2020
173,14,01/13/2016,08/27/2021
132,8,03/12/2010,02/02/2020
125,8,05/21/2017,12/16/2018
131,20,07/24/2012,12/01/2021
193,22,01/24/2011,03/18/2017
152,22,06/12/2012,02/24/2015
141,21,10/27/2010,07/05/2012
192,6,07/17/2016,05/05/2019
194,8,07/30/2016,04/07/2021
103,21,12/06/2014,12/10/2019
158,7,02/06/2022,08/29/2022
157,10,07/24/2010,05/16/2011
130,7,06/29/2017,12/10/2018
176,5,08/10/2017,11/25/2017
186,12,07/01/2014,10/25/2015
111,7,06/24/2017,01/14/2022
172,21,08/15/2010,02/01/2021
192,15,11/08/2017,02/21/2019
139,6,12/12/2010,07/01/2013
182,8,12/24/2012,07/17/2019
126,3,02/06/2017,01/24/2018
181,6,04/02/2015,11/15/2020
112,8,10/19/2013,08/14/2019
104,7,08/07/2015,05/20/2019
194,6,05/29/2017,06/09/2020
124,18,05/19/2014,12/08/2017
181,11,11/08/2020,05/23/2023
108,7,07/04/2013,07/24/2016
173,5,01/05/2019,12/29/2022
167,11,04/25/2021,07/11/2021
184,14,04/28/2010,01/12/2020
119,2,03/09/2010,10/08/2014
197,20,08/05/2017,12/01/2018
185,25,10/16/2013,02/05/2020
103,25,06/27/2011,03/06/2015
141,20,04/20/2015,10/13/2021
159,5,03/15/2010,05/21/2012
141,20,10/01/2019,10/06/2023
105,13,11/14/2011,05/18/2020
171,17,01/01/2010,03/04/2014
170,21,03/07/2021,02/15/2022
140,17,02/21/2010,01/13/2016
196,21,03/10/2020,07/12/2022
174,8,09/10/2013,01/27/2022
187,9,10/08/2012,07/25/2020
144,15,10/10/2015,08/23/2022
188,24,06/01/2012,11/13/2017
174,20,10/02/2014,12/18/2021
136,12,05/21/2011,06/25/2022
111,6,08/31/2011,06/05/2014
121,16,12/05/2012,09/06/2021
157,14,12/27/2009,07/18/2013
126,3,07/12/2019,09/04/2023
151,6,03/05/2011,11/29/2015
189,19,11/01/2018,03/25/2021
103,5,03/03/2013,06/01/2015
156,7,12/30/2018,11/16/2020
200,10,02/21/2011,10/17/2017
147,23,12/15/2011,03/08/2018
184,18,03/22/2014,07/01/2019
115,14,12/19/2011,10/28/2017
127,5,09/28/2010,06/20/2014
142,3,11/06/2011,12/15/2020
189,21,10/21/2012,08/24/2013
135,23,08/17/2015,04/04/2021
107,18,09/02/2018,04/26/2022
170,9,10/20/2011,12/01/2012
146,20,08/24/2022,12/13/2023
195,6,03/05/2010,07/29/2010
151,6,11/25/2012,06/02/2019
167,17,01/18/2012,01/03/2023
143,8,08/20/2010,11/08/2019
159,12,02/13/2018,11/19/2021
180,21,09/06/2014,07/08/2023
184,22,08/20/2011,05/03/2017
146,14,08/25/2011,07/15/2021
191,18,02/03/2015,01/31/2021
149,8,10/18/2012,05/05/2022
150,3,03/26/2017,06/11/2020
125,20,03/08/2016,08/27/2023
121,11,04/13/2021,10/11/2023
114,19,03/13/2010,12/23/2010
144,15,04/12/2011,08/25/2017
154,8,01/12/2011,05/08/2020
180,11,12/05/2016,04/24/2017
193,25,12/02/2011,02/23/2018
139,19,04/25/2011,06/02/2021
148,20,07/03/2021,05/14/2022
182,8,12/30/2016,11/27/2023
185,3,12/06/2020,12/04/2023
165,8,09/15/2011,06/11/2020
188,4,07/29/2022,01/31/2023
140,12,06/27/2012,11/05/2023
176,20,11/03/2014,05/31/2023
197,24,02/14/2018,09/22/2018
139,3,10/27/2018,03/26/2021
190,4,01/23/2020,12/19/2023
116,14,01/09/2010,07/17/2014
173,4,01/07/2010,11/06/2010
167,24,06/23/2011,01/16/2021
162,23,01/05/2013,04/07/2019
156,8,10/25/2018,11/09/2019
114,8,02/17/2010,12/13/2015
111,9,01/20/2011,12/30/2022
109,13,04/30/2015,03/06/2021
124,3,07/27/2017,12/20/2020
150,13,09/17/2012,12/15/2012
137,6,04/23/2010,11/05/2019
132,24,03/19/2011,03/25/2022
173,4,09/05/2017,12/02/2018
155,19,07/09/2011,08/10/2013
117,20,09/10/2019,05/21/2021
107,2,01/20/2015,09/18/2020
176,3,06/15/2010,01/23/2016